Ticker,YahooTicker,YFinanceSector,YFinanceIndustry,MarketCap,SharesOutstanding,BookToPrice,EarningsYield,Leverage,DividendYield,RevenueGrowth,DataSource,WikiSector,WikiIndustry,CIK,Sector,Industry
KEYS,KEYS,Technology,Scientific & Technical Instruments,59504504832.0,171502495.0,0.1042800386211551,0.016399584966566752,0.44673999999999997,,0.233,yfinance_info+wikipedia_sp500,,,,Technology,Scientific & Technical Instruments
KHC,KHC,Consumer Defensive,Packaged Foods,25971361792.0,1183744751.0,1.6038741130115042,-0.22470373746581584,0.521,0.0729,-0.034,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Packaged Foods
KIM,KIM,Real Estate,REIT - Retail,15976611840.0,674403212.0,0.6507387088211732,0.03461376108062473,0.7867799999999999,0.043899999999999995,0.032,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Retail
KKR,KKR,Financial Services,Asset Management,94306746368.0,891550894.0,0.31240302814754406,0.02297947559658254,0.68611,0.73,0.763,yfinance_info+wikipedia_sp500,,,,Financial Services,Asset Management
KLAC,KLAC,Technology,Semiconductor Equipment & Materials,254244175872.0,131076611.0,0.021539017974138187,0.017798449612403098,1.11778,0.39,0.072,yfinance_info+wikipedia_sp500,,,,Technology,Semiconductor Equipment & Materials
KMB,KMB,Consumer Defensive,Household & Personal Products,32478935040.0,331925766.0,0.0462442501055525,0.04966785896780788,4.64785,0.052300000000000006,-0.006,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Household & Personal Products
KMI,KMI,Energy,Oil & Gas Midstream,70615752704.0,2224818888.0,0.44130435799527434,0.04694391934467549,0.98383,0.037000000000000005,0.138,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas Midstream
KO,KO,Consumer Defensive,Beverages - Non-Alcoholic,329827254272.0,4304152877.0,0.09758580524683744,0.03967114707033799,1.3979300000000001,0.0269,0.024,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Beverages - Non-Alcoholic
KR,KR,Consumer Defensive,Grocery Stores,42546450432.0,612575611.0,0.13761712128734982,0.022906440577123308,4.1597,0.0208,0.012,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Grocery Stores
KVUE,KVUE,Consumer Defensive,Household & Personal Products,33579335680.0,1919916307.0,0.321212115761249,0.04345340194396798,0.8057599999999999,0.0475,0.032,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Household & Personal Products
L,L,Financial Services,Insurance - Property & Casualty,22753792000.0,205767698.0,0.8202839150281016,0.07207451618737565,0.5022099999999999,0.23,0.041,yfinance_info+wikipedia_sp500,,,,Financial Services,Insurance - Property & Casualty
LDOS,LDOS,Technology,Information Technology Services,18460915712.0,125928552.0,0.26631520871029696,0.07627002601670546,1.07658,0.011399999999999999,-0.036,yfinance_info+wikipedia_sp500,,,,Technology,Information Technology Services
LEN,LEN,Consumer Cyclical,Residential Construction,23164356608.0,215244398.0,0.944529483582283,0.07389686337054759,0.24992,0.0213,-0.133,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Residential Construction
LH,LH,Healthcare,Diagnostics & Research,21737119744.0,82187046.0,0.39751326829724754,0.03968915845337377,0.7556100000000001,0.0109,0.056,yfinance_info+wikipedia_sp500,,,,Healthcare,Diagnostics & Research
LHX,LHX,Industrials,Aerospace & Defense,59306389504.0,186785895.0,0.32370947230241404,0.026896790652262918,0.34574,0.015700000000000002,1.9,yfinance_info+wikipedia_sp500,,,,Industrials,Aerospace & Defense
LII,LII,Industrials,Building Products & Equipment,17094536192.0,34817885.0,0.06808154644237155,0.04639794692140049,1.5224000000000002,0.0106,-0.112,yfinance_info+wikipedia_sp500,,,,Industrials,Building Products & Equipment
LIN,LIN,Basic Materials,Specialty Chemicals,236470026240.0,463394156.0,0.16163238362993684,0.02859102488732118,0.7062999999999999,0.0125,0.058,yfinance_info+wikipedia_sp500,,,,Basic Materials,Specialty Chemicals
LLY,LLY,Healthcare,Drug Manufacturers - General,789692284928.0,893357420.0,0.033547898985665854,0.0259966514321915,1.6531,0.7,0.426,yfinance_info+wikipedia_sp500,,,,Healthcare,Drug Manufacturers - General
LMT,LMT,Industrials,Aerospace & Defense,118382895104.0,230563608.0,0.057160387417101007,0.04019865614957639,2.76365,0.0263,0.003,yfinance_info+wikipedia_sp500,,,,Industrials,Aerospace & Defense
LNT,LNT,Utilities,Utilities - Regulated Electric,18675972096.0,258276483.0,0.39444059645729235,0.04342414603789241,1.6808,0.028900000000000002,0.09,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
LOW,LOW,Consumer Cyclical,Home Improvement Retail,136907374592.0,560062893.0,,0.04851707915729188,,0.0196,0.109,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Home Improvement Retail
LRCX,LRCX,Technology,Semiconductor Equipment & Materials,334877917184.0,1250571000.0,0.030282320866142208,0.019792366868324744,0.35281999999999997,0.39,0.238,yfinance_info+wikipedia_sp500,,,,Technology,Semiconductor Equipment & Materials
LULU,LULU,Consumer Cyclical,Apparel Retail,16869339136.0,110482671.0,0.2961891416468294,0.09221140472878998,0.36245,,0.008,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Apparel Retail
LUV,LUV,Industrials,Airlines,19282124800.0,488773713.0,0.39239540837728093,0.03802281368821293,0.93033,0.0183,0.128,yfinance_info+wikipedia_sp500,,,,Industrials,Airlines
LVS,LVS,Consumer Cyclical,Resorts & Casinos,35045679104.0,663618211.0,0.044612759463347765,0.051316038629047524,8.29059,0.0208,0.253,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Resorts & Casinos
LW,LW,Consumer Defensive,Packaged Foods,6119386624.0,138072803.0,0.2966380936944471,0.048059566787003606,2.20065,0.034300000000000004,0.029,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Packaged Foods
LYB,LYB,Basic Materials,Specialty Chemicals,22551889920.0,322769286.0,0.44800342346296074,-0.0354944897667096,1.44156,0.0687,-0.092,yfinance_info+wikipedia_sp500,,,,Basic Materials,Specialty Chemicals
LYV,LYV,Communication Services,Entertainment,36829949952.0,235124811.0,0.007392747862202138,-0.0014683350357507664,5.72032,,0.111,yfinance_info+wikipedia_sp500,,,,Communication Services,Entertainment
MA,MA,Financial Services,Credit Services,449940324352.0,885216386.0,0.01716484481864569,0.032806394668465,2.5604199999999997,0.69,0.176,yfinance_info+wikipedia_sp500,,,,Financial Services,Credit Services
MAA,MAA,Real Estate,REIT - Residential,14620243968.0,116347636.0,0.38557215225180114,0.030081171414929175,0.93305,0.0487,0.01,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Residential
MAR,MAR,Consumer Cyclical,Lodging,97289076736.0,264931993.0,,0.025902219801171186,,0.73,0.063,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Lodging
MAS,MAS,Industrials,Building Products & Equipment,14964660224.0,201734437.0,,0.054462119169587486,122.29629999999999,0.0173,0.065,yfinance_info+wikipedia_sp500,,,,Industrials,Building Products & Equipment
MCD,MCD,Consumer Cyclical,Restaurants,212793360384.0,710827631.0,,0.03988508818813468,,0.024900000000000002,0.097,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Restaurants
MCHP,MCHP,Technology,Semiconductors,48399159296.0,541135458.0,0.13554337713372386,-0.0033542039355992843,0.82382,0.0203,0.156,yfinance_info+wikipedia_sp500,,,,Technology,Semiconductors
MCK,MCK,Healthcare,Medical Distribution,101433081856.0,122487456.0,,0.041793964569924284,,0.4,0.114,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Distribution
MCO,MCO,Financial Services,Financial Data & Stock Exchanges,79661187072.0,174676438.0,0.03713189389813815,0.0306106786536564,2.35539,0.9,0.081,yfinance_info+wikipedia_sp500,,,,Financial Services,Financial Data & Stock Exchanges
MDLZ,MDLZ,Consumer Defensive,Confectioners,73939935232.0,1283456590.0,0.34995659838266857,0.032806804374240585,0.84848,0.0347,0.093,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Confectioners
MDT,MDT,Healthcare,Medical Devices,106973290496.0,1283884964.0,0.45810129929897214,0.042966874699951994,0.5706,0.0341,0.087,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Devices
MET,MET,Financial Services,Insurance - Life,50664583168.0,652053867.0,0.5577091494361031,0.06061776061776061,2.25974,0.0292,0.276,yfinance_info+wikipedia_sp500,,,,Financial Services,Insurance - Life
META,META,Communication Services,Internet Content & Information,1713511989248.0,2196045588.0,0.12720470721527868,0.034798453402071015,0.39164,0.31,0.238,yfinance_info+wikipedia_sp500,,,,Communication Services,Internet Content & Information
MGM,MGM,Consumer Cyclical,Resorts & Casinos,10115460096.0,255828519.0,0.23791095340364093,0.019221041982802226,9.63089,,0.06,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Resorts & Casinos
MKC,MKC,Consumer Defensive,Packaged Foods,13853490176.0,253986983.0,0.5040947109273921,0.11837764409082087,0.65158,0.0373,0.167,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Packaged Foods
MLM,MLM,Basic Materials,Building Materials,37110001664.0,60256208.0,0.27034130427459885,0.02660490817487405,0.59866,0.54,0.086,yfinance_info+wikipedia_sp500,,,,Basic Materials,Building Materials
MMM,MMM,Industrials,Conglomerates,76143607808.0,521567261.0,0.042852247293977,0.03561887800534283,3.96497,0.021400000000000002,0.013,yfinance_info+wikipedia_sp500,,,,Industrials,Conglomerates
MNST,MNST,Consumer Defensive,Beverages - Non-Alcoholic,76501590016.0,977906022.0,0.10787421348910944,0.024798670586731433,0.008,,0.176,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Beverages - Non-Alcoholic
MO,MO,Consumer Defensive,Tobacco,111816540160.0,1671313564.0,,0.06160287081339714,,0.0634,-0.005,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Tobacco
MOH,MOH,Healthcare,Healthcare Plans,9166474240.0,52100000.0,0.4534727441567543,0.02120040923041946,0.9673999999999999,,-0.043,yfinance_info+wikipedia_sp500,,,,Healthcare,Healthcare Plans
MOS,MOS,Basic Materials,Agricultural Inputs,7628319744.0,317846644.0,1.5864167193092615,0.07083333333333333,0.43154000000000003,0.036699999999999997,0.056,yfinance_info+wikipedia_sp500,,,,Basic Materials,Agricultural Inputs
MPC,MPC,Energy,Oil & Gas Refining & Marketing,66008526848.0,294496878.0,0.2618542053392596,0.05898099402159365,1.42647,0.017,-0.012,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas Refining & Marketing
MPWR,MPWR,Technology,Semiconductors,80163528704.0,49118000.0,0.044423608784733094,0.007897993946300995,0.00683,0.49,0.208,yfinance_info+wikipedia_sp500,,,,Technology,Semiconductors
MRK,MRK,Healthcare,Drug Manufacturers - General,276379500544.0,2469879206.0,0.18997318490500428,0.06505808757819481,0.95959,0.0304,0.05,yfinance_info+wikipedia_sp500,,,,Healthcare,Drug Manufacturers - General
MRNA,MRNA,Healthcare,Biotechnology,20118851584.0,396586862.0,0.4327617056090894,-0.14311058545239505,0.15087,,-0.298,yfinance_info+wikipedia_sp500,,,,Healthcare,Biotechnology
MRSH,MRSH,Financial Services,Insurance Brokers,81953243136.0,481794501.0,0.18308641475550538,0.04697236919459142,1.5163399999999998,0.0212,0.076,yfinance_info+wikipedia_sp500,,,,Financial Services,Insurance Brokers
MS,MS,Financial Services,Capital Markets,298628874240.0,1580000000.0,0.34225020612018664,0.05870154729621949,4.55747,0.0213,0.163,yfinance_info+wikipedia_sp500,,,,Financial Services,Capital Markets
MSCI,MSCI,Financial Services,Financial Data & Stock Exchanges,43104915456.0,72727592.0,,0.029492652145303614,,0.0138,0.141,yfinance_info+wikipedia_sp500,,,,Financial Services,Financial Data & Stock Exchanges
MSFT,MSFT,Technology,Software - Infrastructure,3155936149504.0,7425629076.0,0.12391079315050872,0.03761009844095898,0.31539,0.86,0.167,yfinance_info+wikipedia_sp500,,,,Technology,Software - Infrastructure
MSI,MSI,Technology,Communication Equipment,72840396800.0,166203611.0,0.03318577830108063,0.02909231962761831,4.0239,0.011000000000000001,0.123,yfinance_info+wikipedia_sp500,,,,Technology,Communication Equipment
MTB,MTB,Financial Services,Banks - Regional,31916609536.0,146917000.0,0.8087939846432669,0.08291457286432162,,0.0279,0.057,yfinance_info+wikipedia_sp500,,,,Financial Services,Banks - Regional
MTCH,MTCH,Communication Services,Internet Content & Information,8675579904.0,232644477.0,,0.06476190476190476,,0.0209,0.021,yfinance_info+wikipedia_sp500,,,,Communication Services,Internet Content & Information
MTD,MTD,Healthcare,Diagnostics & Research,25967693824.0,20248505.0,,0.03279660025731997,,,0.081,yfinance_info+wikipedia_sp500,,,,Healthcare,Diagnostics & Research
MU,MU,Technology,Semiconductors,560168042496.0,1127734051.0,0.1293223489516581,0.04270011273957159,0.14901999999999999,0.12,1.963,yfinance_info+wikipedia_sp500,,,,Technology,Semiconductors
NCLH,NCLH,Consumer Cyclical,Travel Services,8432149504.0,455545641.0,0.26223663672912034,0.049702863317125874,7.03028,,0.064,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Travel Services
NDAQ,NDAQ,Financial Services,Financial Data & Stock Exchanges,51103100928.0,568443856.0,0.23865405793637506,0.03692992213570634,0.7846,0.0125,0.137,yfinance_info+wikipedia_sp500,,,,Financial Services,Financial Data & Stock Exchanges
NDSN,NDSN,Industrials,Specialty Industrial Machinery,15751056384.0,55783598.0,0.19758111322138716,0.03268876611418048,0.66986,0.0116,0.088,yfinance_info+wikipedia_sp500,,,,Industrials,Specialty Industrial Machinery
NEE,NEE,Utilities,Utilities - Regulated Electric,198691323904.0,2085341456.0,0.2751469298362672,0.04135180520570949,1.5668600000000001,0.0262,0.073,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
NEM,NEM,Basic Materials,Gold,128853614592.0,1067552764.0,0.2577713419720415,0.06387738193869097,0.15762,0.86,0.458,yfinance_info+wikipedia_sp500,,,,Basic Materials,Gold
NFLX,NFLX,Communication Services,Entertainment,389246222336.0,4210798528.0,0.06819558439046719,0.033535266118563396,0.5378799999999999,,0.162,yfinance_info+wikipedia_sp500,,,,Communication Services,Entertainment
NI,NI,Utilities,Utilities - Regulated Gas,22964807680.0,478533171.0,0.4115857435588683,0.040633465305271926,1.3928399999999999,0.025,0.198,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Gas
NKE,NKE,Consumer Cyclical,Footwear & Accessories,66180841472.0,1199499281.0,0.21295591865722777,0.03401208324009846,0.79333,0.036699999999999997,0.001,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Footwear & Accessories
NOC,NOC,Industrials,Aerospace & Defense,81684865024.0,142033476.0,0.20952513851183094,0.05550242562292431,1.02682,0.0161,0.044,yfinance_info+wikipedia_sp500,,,,Industrials,Aerospace & Defense
NOW,NOW,Technology,Software - Application,92993044480.0,1031308000.0,0.13728513160839143,0.018631473882666075,0.20728000000000002,,0.221,yfinance_info+wikipedia_sp500,,,,Technology,Software - Application
NRG,NRG,Utilities,Utilities - Independent Power Producers,33939838976.0,212376200.0,0.033890243802008176,0.025092297102809583,9.89054,0.011899999999999999,0.137,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Independent Power Producers
NSC,NSC,Industrials,Railroads,71797923840.0,224504829.0,0.21668387858942262,0.03709611835726127,1.0820699999999999,0.0169,0.002,yfinance_info+wikipedia_sp500,,,,Industrials,Railroads
NTAP,NTAP,Technology,Software - Infrastructure,21531140096.0,197330400.0,0.05379450284734304,0.05482476313126668,2.36097,0.0191,0.044,yfinance_info+wikipedia_sp500,,,,Technology,Software - Infrastructure
NTRS,NTRS,Financial Services,Asset Management,30394484736.0,185047000.0,0.3977928226559242,0.058228156819706126,,0.0195,0.139,yfinance_info+wikipedia_sp500,,,,Financial Services,Asset Management
NUE,NUE,Basic Materials,Steel,48801472512.0,227735644.0,0.4279434765409089,0.03509263148070372,0.32765,0.0105,0.086,yfinance_info+wikipedia_sp500,,,,Basic Materials,Steel
NVDA,NVDA,Technology,Semiconductors,5062002737152.0,24300000000.0,0.031075047482672553,0.02347913765784798,0.07255,0.02,0.732,yfinance_info+wikipedia_sp500,,,,Technology,Semiconductors
NVR,NVR,Consumer Cyclical,Residential Construction,17767667712.0,2731827.0,0.21227300533106672,0.06300017681562743,0.30047,,-0.214,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Residential Construction
NWS,NWS,Communication Services,Entertainment,16577050624.0,182781304.0,0.521395517187334,0.025462962962962965,0.30892,0.66,0.055,yfinance_info+wikipedia_sp500,,,,Communication Services,Entertainment
NWSA,NWSA,Communication Services,Entertainment,14362392576.0,365401605.0,0.6017938873989476,0.02938931297709924,0.30892,0.76,0.055,yfinance_info+wikipedia_sp500,,,,Communication Services,Entertainment
NXPI,NXPI,Technology,Semiconductors,61667160064.0,252692845.0,0.16296509382210086,0.03261760367152926,1.19711,0.0166,0.072,yfinance_info+wikipedia_sp500,,,,Technology,Semiconductors
O,O,Real Estate,REIT - Retail,59052101632.0,932450634.0,0.6667772183294657,0.018474656560871622,0.73505,0.051100000000000007,0.11,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Retail
ODFL,ODFL,Industrials,Trucking,45849464832.0,208292123.0,0.09396763491544134,0.02200200018183471,0.032799999999999996,0.53,-0.057,yfinance_info+wikipedia_sp500,,,,Industrials,Trucking
OKE,OKE,Energy,Oil & Gas Midstream,55127674880.0,630030624.0,0.408080016982658,0.06194285714285714,1.46453,0.0489,0.295,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas Midstream
OMC,OMC,Communication Services,Advertising Agencies,23504875520.0,284988976.0,0.50796145771325,-0.003564827039873251,0.86307,0.042199999999999994,0.279,yfinance_info+wikipedia_sp500,,,,Communication Services,Advertising Agencies
ON,ON,Technology,Semiconductors,38703411200.0,393327318.0,0.19655486494911784,0.002947154471544715,0.42294,,-0.112,yfinance_info+wikipedia_sp500,,,,Technology,Semiconductors
ORCL,ORCL,Technology,Software - Infrastructure,498361270272.0,2876046000.0,0.06732456682195527,0.03208679593721145,4.1526499999999995,0.0115,0.217,yfinance_info+wikipedia_sp500,,,,Technology,Software - Infrastructure
ORLY,ORLY,Consumer Cyclical,Auto Parts,78088298496.0,836699472.0,,0.031890905186298724,,,0.078,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Auto Parts
OTIS,OTIS,Industrials,Specialty Industrial Machinery,29910665216.0,383716076.0,,0.047338037203335466,,0.0218,0.064,yfinance_info+wikipedia_sp500,,,,Industrials,Specialty Industrial Machinery
OXY,OXY,Energy,Oil & Gas E&P,56645627904.0,991695181.0,0.4926470700529847,0.023634453781512608,0.63804,0.0182,1.489,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas E&P
PANW,PANW,Technology,Software - Infrastructure,144795926528.0,811000000.0,0.07483477230622508,0.010081774392293043,0.04887,,0.149,yfinance_info+wikipedia_sp500,,,,Technology,Software - Infrastructure
PAYC,PAYC,Technology,Software - Application,6714914816.0,47666129.0,0.2615906706093961,0.06530876172001293,0.05215,0.0121,0.102,yfinance_info+wikipedia_sp500,,,,Technology,Software - Application
PAYX,PAYX,Technology,Software - Application,32181686272.0,358290881.0,0.12471609938925278,0.050434201736806954,1.2490999999999999,0.0481,0.199,yfinance_info+wikipedia_sp500,,,,Technology,Software - Application
PCAR,PCAR,Industrials,Farm & Heavy Construction Machinery,66788593664.0,525894443.0,0.28870078813582956,0.035511811023622046,0.8193699999999999,0.0104,-0.137,yfinance_info+wikipedia_sp500,,,,Industrials,Farm & Heavy Construction Machinery
PCG,PCG,Utilities,Utilities - Regulated Electric,36578951168.0,2202224728.0,0.8480433519761531,0.07766405779650813,1.8787200000000002,0.012,0.15,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
PEG,PEG,Utilities,Utilities - Regulated Electric,40301690880.0,498739910.0,0.42234331274268905,0.05226653455536289,1.4268,0.0332,0.183,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
PEP,PEP,Consumer Defensive,Beverages - Non-Alcoholic,212477296640.0,1366768315.0,0.10055969515127294,0.04098044261451364,2.4483699999999997,0.0366,0.085,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Beverages - Non-Alcoholic
PFE,PFE,Healthcare,Drug Manufacturers - General,153585614848.0,5688356129.0,0.5632962791407952,0.05037037037037037,0.77957,0.0637,-0.012,yfinance_info+wikipedia_sp500,,,,Healthcare,Drug Manufacturers - General
PFG,PFG,Financial Services,Asset Management,21502074880.0,216449333.0,0.5503221145400826,0.07016307630360379,0.3184,0.033,-0.045,yfinance_info+wikipedia_sp500,,,,Financial Services,Asset Management
PG,PG,Consumer Defensive,Household & Personal Products,346257129472.0,2324000685.0,0.15179512151730762,0.04562019165879336,0.67651,0.0287,0.074,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Household & Personal Products
PGR,PGR,Financial Services,Insurance - Property & Casualty,117400117248.0,584400000.0,0.2723430585677833,0.09572402807506597,0.26174,0.0692,0.087,yfinance_info+wikipedia_sp500,,,,Financial Services,Insurance - Property & Casualty
PH,PH,Industrials,Specialty Industrial Machinery,122994212864.0,126216529.0,0.11635556678774628,0.028097324699580283,0.6892499999999999,0.82,0.091,yfinance_info+wikipedia_sp500,,,,Industrials,Specialty Industrial Machinery
PHM,PHM,Consumer Cyclical,Residential Construction,24298438656.0,190486353.0,0.5282063233057941,0.08113828786453434,0.18942,0.82,-0.124,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Residential Construction
PKG,PKG,Consumer Cyclical,Packaging & Containers,18990854144.0,89027954.0,0.2437544028139008,0.04030629022408042,0.9493,0.0235,0.106,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Packaging & Containers
PLD,PLD,Real Estate,REIT - Industrial,132469981184.0,932230676.0,0.4043138345439433,0.025123152709359605,0.59828,0.0301,0.083,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Industrial
PLTR,PLTR,Technology,Software - Infrastructure,342224863232.0,2291470751.0,0.021587812539984676,0.004402823397861486,0.03063,,0.7,yfinance_info+wikipedia_sp500,,,,Technology,Software - Infrastructure
PM,PM,Consumer Defensive,Tobacco,255910674432.0,1558530268.0,,0.043300852618757615,,0.0358,0.091,yfinance_info+wikipedia_sp500,,,,Consumer Defensive,Tobacco
PNC,PNC,Financial Services,Banks - Regional,88685125632.0,402000000.0,0.6387383027854611,0.07832256890748657,,0.030899999999999997,0.138,yfinance_info+wikipedia_sp500,,,,Financial Services,Banks - Regional
PNR,PNR,Industrials,Specialty Industrial Machinery,14976876544.0,161602800.0,0.2583433202402355,0.042833787465940056,0.45645,0.0113,0.049,yfinance_info+wikipedia_sp500,,,,Industrials,Specialty Industrial Machinery
PNW,PNW,Utilities,Utilities - Regulated Electric,12380923904.0,121025652.0,0.5697067223855034,0.04936461388074291,2.0177099999999997,0.0356,0.03,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
PODD,PODD,Healthcare,Medical Devices,13129628672.0,69263714.0,0.11355771201650676,0.01841105718506014,0.66176,,0.312,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Devices
POOL,POOL,Industrials,Industrial Distribution,8534721024.0,36700584.0,0.13933777909095893,0.046785637497312405,1.40423,0.0215,0.062,yfinance_info+wikipedia_sp500,,,,Industrials,Industrial Distribution
PPG,PPG,Basic Materials,Specialty Chemicals,24573093888.0,223798650.0,0.32369761075556525,0.06302367941712204,0.97592,0.0259,0.05,yfinance_info+wikipedia_sp500,,,,Basic Materials,Specialty Chemicals
PPL,PPL,Utilities,Utilities - Regulated Electric,29146398720.0,752165097.0,0.5113290054446312,0.04103225806451613,1.31147,0.0294,0.028,yfinance_info+wikipedia_sp500,,,,Utilities,Utilities - Regulated Electric
PRU,PRU,Financial Services,Insurance - Life,32785080320.0,347818703.0,0.9895764939166279,0.10603969854580195,1.24482,0.057800000000000004,0.312,yfinance_info+wikipedia_sp500,,,,Financial Services,Insurance - Life
PSA,PSA,Real Estate,REIT - Industrial,54117928960.0,175542279.0,0.09053163981226635,0.029193292030231275,1.10464,0.038900000000000004,0.033,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Industrial
PSKY,PSKY,Communication Services,Entertainment,12195800064.0,1080241022.0,0.9483135003047879,0.0027347310847766633,1.1711,0.0182,0.021,yfinance_info+wikipedia_sp500,,,,Communication Services,Entertainment
PSX,PSX,Energy,Oil & Gas Refining & Marketing,65300017152.0,400982591.0,0.4453546305480498,0.06631869818851704,0.7138,0.031200000000000002,0.013,yfinance_info+wikipedia_sp500,,,,Energy,Oil & Gas Refining & Marketing
PTC,PTC,Technology,Software - Application,16322696192.0,118996116.0,0.23561273813880124,0.049500619669023846,0.35942,,0.214,yfinance_info+wikipedia_sp500,,,,Technology,Software - Application
PWR,PWR,Industrials,Engineering & Construction,93761445888.0,150056720.0,0.09563568465777918,0.010898790090263106,0.71102,0.07,0.197,yfinance_info+wikipedia_sp500,,,,Industrials,Engineering & Construction
PYPL,PYPL,Financial Services,Credit Services,45415542784.0,899673971.0,0.43615294435730834,0.10717115689381934,0.6070300000000001,0.0111,0.037,yfinance_info+wikipedia_sp500,,,,Financial Services,Credit Services
Q,Q,Technology,Semiconductor Equipment & Materials,30291519488.0,209441577.0,0.23435770147216006,0.023532668881506093,0.61431,0.22,0.081,yfinance_info+wikipedia_sp500,,,,Technology,Semiconductor Equipment & Materials
QCOM,QCOM,Technology,Semiconductors,158978523136.0,1067000000.0,0.1443264896117401,0.03332213637890494,0.6421800000000001,0.024700000000000003,0.05,yfinance_info+wikipedia_sp500,,,,Technology,Semiconductors
RCL,RCL,Consumer Cyclical,Travel Services,71917248512.0,268192721.0,0.13961782385153554,0.0586819139331929,2.1509,0.016,0.133,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Travel Services
REG,REG,Real Estate,REIT - Retail,14989239296.0,183083369.0,0.45681505709936965,0.035166479610924055,0.69389,0.0377,0.089,yfinance_info+wikipedia_sp500,,,,Real Estate,REIT - Retail
REGN,REGN,Healthcare,Biotechnology,79455838208.0,103902660.0,0.4053488209010824,0.05520443870830395,0.09510999999999999,0.5,0.025,yfinance_info+wikipedia_sp500,,,,Healthcare,Biotechnology
RF,RF,Financial Services,Banks - Regional,23715819520.0,854316271.0,0.7343659546768426,0.08681556195965417,,0.0382,0.073,yfinance_info+wikipedia_sp500,,,,Financial Services,Banks - Regional
RJF,RJF,Financial Services,Asset Management,29855531008.0,194600000.0,0.41321861558127565,0.06902620258114979,0.46262000000000003,0.0141,0.134,yfinance_info+wikipedia_sp500,,,,Financial Services,Asset Management
RL,RL,Consumer Cyclical,Apparel Manufacturing,22512238592.0,38655137.0,0.12838864166229397,0.039597026182523434,0.9897199999999999,0.98,0.122,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Apparel Manufacturing
RMD,RMD,Healthcare,Medical Instruments & Supplies,32027398144.0,145678401.0,0.1973800327121876,0.04598589947691608,0.13411,0.0109,0.11,yfinance_info+wikipedia_sp500,,,,Healthcare,Medical Instruments & Supplies
ROK,ROK,Industrials,Specialty Industrial Machinery,45105942528.0,112357908.0,0.08310484349155693,0.021810658557256096,0.99289,0.0138,0.119,yfinance_info+wikipedia_sp500,,,,Industrials,Specialty Industrial Machinery
ROL,ROL,Consumer Cyclical,Personal Services,27250841600.0,481463663.0,0.05045936693880076,0.019257950530035338,0.77235,0.0129,0.102,yfinance_info+wikipedia_sp500,,,,Consumer Cyclical,Personal Services
ROP,ROP,Technology,Software - Application,36374581248.0,102372821.0,0.5277475964791214,0.04530277306168648,0.55606,0.0103,0.113,yfinance_info+wikipedia_sp500,,,,Technology,Software - Application
